A, Mass Sum Yield, Uncert Total
  0.7818 MeV.
  72, 2.0000e-04, 2.0000e-04
  73, 2.0000e-04, 2.0000e-04
  74, 1.0000e-03, 1.0000e-03
  75, 2.8000e-03, 2.8000e-03
  76, 7.8000e-03, 7.8000e-03
  77, 1.6900e-02, 1.6900e-02
  78, 4.1000e-02, 4.0390e-02
  79, 9.7000e-02, 7.3140e-02
  80, 1.9190e-01, 1.3822e-01
  81, 2.7840e-01, 1.5546e-01
  82, 4.3180e-01, 2.3407e-01
  83, 6.5410e-01, 2.9612e-01
  84, 1.0562e+00, 3.8721e-01
  85, 1.4067e+00, 3.6573e-01
  86, 1.9327e+00, 3.7011e-01
  87, 2.4087e+00, 3.2151e-01
  88, 3.5208e+00, 3.6944e-01
  89, 4.4087e+00, 4.0757e-01
  90, 5.2873e+00, 4.5852e-01
  91, 5.4330e+00, 3.9804e-01
  92, 5.8147e+00, 4.7613e-01
  93, 5.8441e+00, 4.7133e-01
  94, 6.7501e+00, 5.2310e-01
  95, 6.4168e+00, 4.5666e-01
  96, 6.2337e+00, 3.1574e-01
  97, 6.0758e+00, 2.7943e-01
  98, 6.4546e+00, 3.9640e-01
  99, 6.4593e+00, 5.0977e-01
 100, 6.6649e+00, 6.8692e-01
 101, 5.4782e+00, 7.7594e-01
 102, 4.1941e+00, 8.3102e-01
 103, 2.8787e+00, 7.0997e-01
 104, 1.8280e+00, 5.8414e-01
 105, 9.1260e-01, 3.3935e-01
 106, 4.0460e-01, 1.7817e-01
 107, 1.4240e-01, 7.7790e-02
 108, 5.5600e-02, 2.8620e-02
 109, 3.2000e-02, 1.9360e-02
 110, 2.9900e-02, 1.2370e-02
 111, 2.8600e-02, 1.2280e-02
 112, 3.1100e-02, 1.4260e-02
 113, 2.7600e-02, 1.5840e-02
 114, 3.1200e-02, 1.8820e-02
 115, 2.8700e-02, 1.6800e-02
 116, 3.3600e-02, 1.5950e-02
 117, 2.6400e-02, 1.8180e-02
 118, 2.9900e-02, 1.4470e-02
 119, 2.7100e-02, 1.6020e-02
 120, 2.9200e-02, 1.5500e-02
 121, 2.4100e-02, 1.3530e-02
 122, 2.5000e-02, 1.2580e-02
 123, 1.9500e-02, 9.8000e-03
 124, 1.9700e-02, 1.2730e-02
 125, 3.0700e-02, 1.9280e-02
 126, 7.2700e-02, 3.7600e-02
 127, 1.9220e-01, 1.0703e-01
 128, 5.2170e-01, 2.4571e-01
 129, 1.1268e+00, 4.0054e-01
 130, 2.0906e+00, 6.0196e-01
 131, 3.1561e+00, 7.9809e-01
 132, 4.5326e+00, 8.0542e-01
 133, 6.6444e+00, 7.9519e-01
 134, 8.1061e+00, 6.7890e-01
 135, 6.8645e+00, 4.4198e-01
 136, 6.6607e+00, 2.9392e-01
 137, 6.2562e+00, 3.1453e-01
 138, 6.6414e+00, 4.3199e-01
 139, 6.1362e+00, 4.4599e-01
 140, 5.6835e+00, 4.8186e-01
 141, 5.3318e+00, 4.1456e-01
 142, 5.7258e+00, 4.2462e-01
 143, 5.2520e+00, 3.8458e-01
 144, 4.8449e+00, 4.4205e-01
 145, 3.7682e+00, 3.4993e-01
 146, 2.8529e+00, 3.5022e-01
 147, 2.1913e+00, 3.3881e-01
 148, 1.7770e+00, 3.4956e-01
 149, 1.1876e+00, 3.1295e-01
 150, 8.1210e-01, 2.8582e-01
 151, 5.1220e-01, 2.1963e-01
 152, 3.5140e-01, 1.8544e-01
 153, 2.1070e-01, 1.2633e-01
 154, 1.2700e-01, 8.1760e-02
 155, 6.0400e-02, 4.8660e-02
 156, 2.9100e-02, 2.5510e-02
 157, 1.2500e-02, 1.2500e-02
 158, 5.0000e-03, 5.0000e-03
 159, 2.0000e-03, 2.0000e-03
 160, 4.0000e-04, 4.0000e-04
 161, 2.0000e-04, 2.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 0.0000e+00, 0.0000e+00
  0.8912 MeV.
  74, 1.0000e-03, 1.0000e-03
  75, 3.1000e-03, 3.1000e-03
  76, 7.8000e-03, 7.8000e-03
  77, 2.2100e-02, 1.4640e-02
  78, 5.1700e-02, 3.4360e-02
  79, 1.0440e-01, 5.5000e-02
  80, 2.1870e-01, 1.0263e-01
  81, 2.8740e-01, 1.2539e-01
  82, 4.5370e-01, 1.8402e-01
  83, 6.5780e-01, 2.1782e-01
  84, 1.0414e+00, 2.6660e-01
  85, 1.4299e+00, 2.5829e-01
  86, 1.9235e+00, 2.7025e-01
  87, 2.3984e+00, 2.9282e-01
  88, 3.5041e+00, 3.8373e-01
  89, 4.3496e+00, 4.2940e-01
  90, 5.2380e+00, 3.4054e-01
  91, 5.3699e+00, 3.8963e-01
  92, 5.7700e+00, 4.8689e-01
  93, 5.7989e+00, 4.2356e-01
  94, 6.7201e+00, 4.9941e-01
  95, 6.4108e+00, 4.1541e-01
  96, 6.1995e+00, 3.3438e-01
  97, 6.0591e+00, 2.9927e-01
  98, 6.5322e+00, 3.7413e-01
  99, 6.4678e+00, 4.4731e-01
 100, 6.7088e+00, 6.3999e-01
 101, 5.5199e+00, 6.6453e-01
 102, 4.2527e+00, 6.4426e-01
 103, 2.8793e+00, 5.8282e-01
 104, 1.8614e+00, 4.6705e-01
 105, 9.0880e-01, 3.0047e-01
 106, 4.0200e-01, 1.5139e-01
 107, 1.5150e-01, 7.0660e-02
 108, 6.2700e-02, 2.8310e-02
 109, 3.4900e-02, 1.6460e-02
 110, 2.8700e-02, 1.6730e-02
 111, 2.9400e-02, 1.5870e-02
 112, 2.9600e-02, 1.7580e-02
 113, 3.2200e-02, 1.8900e-02
 114, 3.2600e-02, 1.6270e-02
 115, 3.5600e-02, 1.9850e-02
 116, 4.0400e-02, 2.1630e-02
 117, 3.4600e-02, 1.7550e-02
 118, 3.3400e-02, 2.0610e-02
 119, 3.4400e-02, 1.6010e-02
 120, 2.5600e-02, 1.7330e-02
 121, 2.3600e-02, 1.4690e-02
 122, 2.4000e-02, 1.2410e-02
 123, 1.9200e-02, 9.5200e-03
 124, 2.4000e-02, 1.0610e-02
 125, 3.3300e-02, 1.6470e-02
 126, 7.4500e-02, 4.1290e-02
 127, 2.0650e-01, 9.7360e-02
 128, 5.3240e-01, 2.1453e-01
 129, 1.1571e+00, 3.4969e-01
 130, 2.1094e+00, 5.0558e-01
 131, 3.1999e+00, 6.3788e-01
 132, 4.6336e+00, 6.6273e-01
 133, 6.6604e+00, 6.8660e-01
 134, 8.1295e+00, 6.1388e-01
 135, 6.9294e+00, 4.4011e-01
 136, 6.6790e+00, 3.2911e-01
 137, 6.2570e+00, 3.6103e-01
 138, 6.6125e+00, 3.9813e-01
 139, 6.1254e+00, 4.1370e-01
 140, 5.6416e+00, 4.2760e-01
 141, 5.2823e+00, 4.3419e-01
 142, 5.6770e+00, 4.5640e-01
 143, 5.1734e+00, 3.2967e-01
 144, 4.7823e+00, 4.3286e-01
 145, 3.7418e+00, 3.6732e-01
 146, 2.8358e+00, 2.8551e-01
 147, 2.1653e+00, 2.9666e-01
 148, 1.7447e+00, 2.7283e-01
 149, 1.1798e+00, 2.3654e-01
 150, 7.9810e-01, 2.1634e-01
 151, 5.3280e-01, 1.7536e-01
 152, 3.6550e-01, 1.4186e-01
 153, 2.2880e-01, 9.8720e-02
 154, 1.3540e-01, 6.4480e-02
 155, 6.9100e-02, 3.4810e-02
 156, 3.3600e-02, 2.2660e-02
 157, 1.4000e-02, 9.3300e-03
 158, 5.8000e-03, 5.8000e-03
 159, 1.9000e-03, 1.9000e-03
 160, 8.0000e-04, 8.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
  1.035 MeV.
  72, 1.0000e-04, 1.0000e-04
  73, 1.0000e-04, 1.0000e-04
  74, 1.0000e-03, 1.0000e-03
  75, 3.6000e-03, 3.6000e-03
  76, 1.3300e-02, 8.7600e-03
  77, 2.3700e-02, 9.9800e-03
  78, 5.1900e-02, 1.9450e-02
  79, 1.1790e-01, 3.4240e-02
  80, 2.2300e-01, 6.8960e-02
  81, 3.0570e-01, 8.2560e-02
  82, 4.6510e-01, 1.3223e-01
  83, 6.7310e-01, 1.4144e-01
  84, 1.0268e+00, 1.7196e-01
  85, 1.3223e+00, 1.6596e-01
  86, 1.8283e+00, 2.0856e-01
  87, 2.3615e+00, 2.2210e-01
  88, 3.3263e+00, 2.4702e-01
  89, 4.1135e+00, 2.7471e-01
  90, 5.0561e+00, 2.9415e-01
  91, 5.2267e+00, 3.7671e-01
  92, 5.7870e+00, 4.1836e-01
  93, 5.9451e+00, 4.5609e-01
  94, 6.5627e+00, 5.0844e-01
  95, 6.2632e+00, 4.5656e-01
  96, 6.3044e+00, 4.4313e-01
  97, 6.2266e+00, 3.4779e-01
  98, 6.6004e+00, 3.5776e-01
  99, 6.6035e+00, 3.2052e-01
 100, 6.7677e+00, 4.9778e-01
 101, 5.6038e+00, 5.7224e-01
 102, 4.3746e+00, 5.7890e-01
 103, 3.0372e+00, 5.6608e-01
 104, 1.8931e+00, 4.4386e-01
 105, 9.5540e-01, 3.0229e-01
 106, 4.3700e-01, 1.6253e-01
 107, 1.6330e-01, 5.9730e-02
 108, 6.7200e-02, 3.0360e-02
 109, 3.9900e-02, 1.3510e-02
 110, 3.7800e-02, 1.4460e-02
 111, 3.5300e-02, 1.8160e-02
 112, 3.7100e-02, 1.4750e-02
 113, 3.1600e-02, 1.8850e-02
 114, 3.9400e-02, 1.9640e-02
 115, 4.0800e-02, 1.7840e-02
 116, 4.1100e-02, 1.8160e-02
 117, 4.0500e-02, 1.6680e-02
 118, 3.4600e-02, 1.7300e-02
 119, 3.3200e-02, 1.9770e-02
 120, 3.7000e-02, 1.7460e-02
 121, 3.2100e-02, 1.7150e-02
 122, 2.7800e-02, 1.6290e-02
 123, 2.3900e-02, 1.3250e-02
 124, 2.4700e-02, 8.5300e-03
 125, 4.0000e-02, 2.0210e-02
 126, 8.2700e-02, 4.6250e-02
 127, 2.1990e-01, 8.3540e-02
 128, 5.7850e-01, 2.0804e-01
 129, 1.2105e+00, 3.2655e-01
 130, 2.1702e+00, 5.2965e-01
 131, 3.3658e+00, 5.8907e-01
 132, 4.8279e+00, 6.0478e-01
 133, 6.6764e+00, 5.6011e-01
 134, 8.0388e+00, 5.1209e-01
 135, 7.0456e+00, 3.4592e-01
 136, 6.7750e+00, 3.3426e-01
 137, 6.4220e+00, 3.9125e-01
 138, 6.5221e+00, 4.8117e-01
 139, 5.8301e+00, 4.3999e-01
 140, 5.6009e+00, 4.4807e-01
 141, 5.4995e+00, 4.4284e-01
 142, 5.6585e+00, 3.8907e-01
 143, 4.9845e+00, 3.3360e-01
 144, 4.6201e+00, 2.6120e-01
 145, 3.5021e+00, 2.6567e-01
 146, 2.8070e+00, 2.3296e-01
 147, 2.1762e+00, 2.1295e-01
 148, 1.6861e+00, 1.7639e-01
 149, 1.1307e+00, 1.7475e-01
 150, 7.9520e-01, 1.3116e-01
 151, 5.4780e-01, 1.1298e-01
 152, 3.7700e-01, 1.0494e-01
 153, 2.4110e-01, 6.5470e-02
 154, 1.3870e-01, 4.2120e-02
 155, 7.6100e-02, 2.3640e-02
 156, 3.6800e-02, 1.5680e-02
 157, 1.8000e-02, 9.0500e-03
 158, 6.2000e-03, 5.4600e-03
 159, 2.1000e-03, 2.1000e-03
 160, 8.0000e-04, 8.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 0.0000e+00, 0.0000e+00
 163, 0.0000e+00, 0.0000e+00
  1.265 MeV.
  72, 1.0000e-04, 1.0000e-04
  73, 6.0000e-04, 6.0000e-04
  74, 1.3000e-03, 1.3000e-03
  75, 4.5000e-03, 4.5000e-03
  76, 1.6100e-02, 1.2900e-02
  77, 2.6300e-02, 2.4150e-02
  78, 5.6300e-02, 4.8570e-02
  79, 1.2930e-01, 8.2810e-02
  80, 2.4250e-01, 1.4959e-01
  81, 3.2240e-01, 1.5412e-01
  82, 4.7950e-01, 2.0584e-01
  83, 7.0570e-01, 2.7101e-01
  84, 1.0702e+00, 3.2762e-01
  85, 1.3454e+00, 2.9105e-01
  86, 1.8221e+00, 3.2227e-01
  87, 2.3188e+00, 3.5832e-01
  88, 3.3041e+00, 4.5272e-01
  89, 4.0535e+00, 3.7531e-01
  90, 4.9584e+00, 3.7654e-01
  91, 5.1668e+00, 3.8413e-01
  92, 5.8171e+00, 4.9381e-01
  93, 5.9024e+00, 5.3454e-01
  94, 6.4414e+00, 5.5183e-01
  95, 6.2387e+00, 5.3145e-01
  96, 6.3154e+00, 4.1699e-01
  97, 6.2797e+00, 3.4358e-01
  98, 6.5458e+00, 3.2358e-01
  99, 6.7102e+00, 3.4296e-01
 100, 6.7378e+00, 5.7333e-01
 101, 5.6223e+00, 6.6499e-01
 102, 4.4042e+00, 7.0655e-01
 103, 3.0563e+00, 5.8393e-01
 104, 1.9461e+00, 4.6459e-01
 105, 9.5480e-01, 2.8423e-01
 106, 4.4970e-01, 1.6350e-01
 107, 1.7200e-01, 6.7800e-02
 108, 8.0400e-02, 3.6980e-02
 109, 4.3700e-02, 1.6270e-02
 110, 4.2400e-02, 1.9650e-02
 111, 3.7400e-02, 2.2300e-02
 112, 4.0300e-02, 2.1140e-02
 113, 3.9900e-02, 1.8310e-02
 114, 4.6900e-02, 2.1990e-02
 115, 4.2300e-02, 2.7920e-02
 116, 4.9300e-02, 2.8250e-02
 117, 4.3700e-02, 2.5110e-02
 118, 4.2600e-02, 2.1840e-02
 119, 3.9800e-02, 1.9970e-02
 120, 3.7700e-02, 2.0760e-02
 121, 3.5600e-02, 1.7090e-02
 122, 3.2100e-02, 1.8770e-02
 123, 2.9600e-02, 1.4850e-02
 124, 3.4200e-02, 1.2860e-02
 125, 4.5600e-02, 2.1670e-02
 126, 9.5300e-02, 4.2990e-02
 127, 2.4960e-01, 1.0358e-01
 128, 6.0490e-01, 2.1037e-01
 129, 1.2707e+00, 3.6475e-01
 130, 2.2471e+00, 5.2966e-01
 131, 3.4173e+00, 6.5008e-01
 132, 4.8866e+00, 6.9373e-01
 133, 6.7276e+00, 6.4785e-01
 134, 8.0414e+00, 4.9868e-01
 135, 7.0900e+00, 3.3272e-01
 136, 6.7792e+00, 3.7554e-01
 137, 6.4400e+00, 3.9950e-01
 138, 6.4833e+00, 5.0978e-01
 139, 5.7434e+00, 4.8897e-01
 140, 5.5340e+00, 5.1446e-01
 141, 5.5214e+00, 4.3605e-01
 142, 5.5919e+00, 4.2708e-01
 143, 4.9146e+00, 3.7641e-01
 144, 4.4819e+00, 4.0552e-01
 145, 3.4840e+00, 3.5678e-01
 146, 2.7088e+00, 3.6913e-01
 147, 2.1481e+00, 3.1778e-01
 148, 1.6844e+00, 3.5142e-01
 149, 1.1423e+00, 2.9295e-01
 150, 8.3240e-01, 2.6717e-01
 151, 5.5200e-01, 2.1769e-01
 152, 4.0380e-01, 1.6627e-01
 153, 2.4700e-01, 1.3590e-01
 154, 1.4910e-01, 8.8690e-02
 155, 7.5500e-02, 5.3080e-02
 156, 3.8800e-02, 3.1030e-02
 157, 1.8600e-02, 1.6150e-02
 158, 9.0000e-03, 9.0000e-03
 159, 3.8000e-03, 3.8000e-03
 160, 5.0000e-04, 5.0000e-04
 161, 3.0000e-04, 3.0000e-04
 162, 0.0000e+00, 0.0000e+00
 163, 1.0000e-04, 1.0000e-04
 164, 0.0000e+00, 0.0000e+00
  1.625 MeV.
  71, 1.0000e-04, 1.0000e-04
  72, 1.0000e-04, 1.0000e-04
  73, 1.1000e-03, 1.1000e-03
  74, 2.7000e-03, 2.7000e-03
  75, 6.0000e-03, 6.0000e-03
  76, 1.6400e-02, 1.2690e-02
  77, 3.4200e-02, 2.1900e-02
  78, 6.6700e-02, 4.4790e-02
  79, 1.4870e-01, 8.7850e-02
  80, 2.6550e-01, 1.3619e-01
  81, 3.4520e-01, 1.5174e-01
  82, 5.0940e-01, 2.0606e-01
  83, 7.2820e-01, 2.5219e-01
  84, 1.1073e+00, 3.0214e-01
  85, 1.4041e+00, 2.3979e-01
  86, 1.8788e+00, 2.5368e-01
  87, 2.3421e+00, 2.2652e-01
  88, 3.2958e+00, 2.6010e-01
  89, 4.0179e+00, 3.4154e-01
  90, 4.9054e+00, 3.3363e-01
  91, 5.1097e+00, 3.5208e-01
  92, 5.7217e+00, 3.8804e-01
  93, 5.8541e+00, 3.9452e-01
  94, 6.4366e+00, 4.5864e-01
  95, 6.1472e+00, 3.7010e-01
  96, 6.2751e+00, 3.4509e-01
  97, 6.1498e+00, 2.3669e-01
  98, 6.5013e+00, 2.4221e-01
  99, 6.5953e+00, 3.0225e-01
 100, 6.6013e+00, 4.8875e-01
 101, 5.6130e+00, 5.6117e-01
 102, 4.5038e+00, 6.1285e-01
 103, 3.1788e+00, 5.3887e-01
 104, 2.0282e+00, 4.1322e-01
 105, 1.0099e+00, 2.6954e-01
 106, 5.1070e-01, 1.3255e-01
 107, 2.0060e-01, 6.3170e-02
 108, 9.0000e-02, 3.6970e-02
 109, 5.6800e-02, 2.0560e-02
 110, 5.1900e-02, 2.5330e-02
 111, 4.9200e-02, 2.4540e-02
 112, 5.4300e-02, 2.1480e-02
 113, 5.3200e-02, 3.1740e-02
 114, 6.2300e-02, 3.2270e-02
 115, 5.8400e-02, 2.9740e-02
 116, 6.8200e-02, 3.3720e-02
 117, 5.8300e-02, 2.9920e-02
 118, 5.4000e-02, 3.0360e-02
 119, 5.2400e-02, 2.7130e-02
 120, 5.1900e-02, 2.0700e-02
 121, 4.2200e-02, 2.2550e-02
 122, 4.0000e-02, 1.9880e-02
 123, 3.8800e-02, 1.5070e-02
 124, 3.8600e-02, 2.0720e-02
 125, 5.8700e-02, 1.6710e-02
 126, 1.1450e-01, 4.7010e-02
 127, 2.7580e-01, 9.5840e-02
 128, 6.6740e-01, 1.8015e-01
 129, 1.3291e+00, 3.0601e-01
 130, 2.2730e+00, 4.2844e-01
 131, 3.5329e+00, 5.2419e-01
 132, 5.1095e+00, 6.3771e-01
 133, 6.7043e+00, 5.7577e-01
 134, 7.7151e+00, 4.1578e-01
 135, 7.1167e+00, 2.2939e-01
 136, 6.8319e+00, 2.4493e-01
 137, 6.4426e+00, 2.9574e-01
 138, 6.4699e+00, 3.5792e-01
 139, 5.6362e+00, 3.9814e-01
 140, 5.4781e+00, 4.1305e-01
 141, 5.4832e+00, 3.5452e-01
 142, 5.5127e+00, 3.7091e-01
 143, 4.8418e+00, 3.1988e-01
 144, 4.3997e+00, 3.4444e-01
 145, 3.3970e+00, 2.5219e-01
 146, 2.6994e+00, 2.1868e-01
 147, 2.1518e+00, 2.3527e-01
 148, 1.7108e+00, 2.6216e-01
 149, 1.1739e+00, 2.4432e-01
 150, 8.3540e-01, 2.2660e-01
 151, 5.8560e-01, 1.9581e-01
 152, 4.1260e-01, 1.6047e-01
 153, 2.7230e-01, 1.2164e-01
 154, 1.6640e-01, 8.8810e-02
 155, 8.4700e-02, 4.8240e-02
 156, 4.6300e-02, 2.7050e-02
 157, 2.2400e-02, 1.8990e-02
 158, 9.6000e-03, 6.2200e-03
 159, 3.2000e-03, 3.2000e-03
 160, 1.7000e-03, 1.7000e-03
 161, 3.0000e-04, 3.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 1.0000e-04, 1.0000e-04
 164, 0.0000e+00, 0.0000e+00
  2.067 MeV.
  71, 1.0000e-04, 1.0000e-04
  72, 3.0000e-04, 3.0000e-04
  73, 5.0000e-04, 5.0000e-04
  74, 2.7000e-03, 2.7000e-03
  75, 8.2000e-03, 6.7800e-03
  76, 2.0000e-02, 1.1560e-02
  77, 3.6800e-02, 2.0760e-02
  78, 7.2900e-02, 3.4220e-02
  79, 1.5230e-01, 6.2510e-02
  80, 2.8380e-01, 9.8790e-02
  81, 3.7180e-01, 1.0558e-01
  82, 5.3040e-01, 1.4902e-01
  83, 7.4880e-01, 1.9668e-01
  84, 1.1395e+00, 2.3874e-01
  85, 1.4166e+00, 2.2051e-01
  86, 1.8644e+00, 2.2756e-01
  87, 2.3239e+00, 2.3033e-01
  88, 3.2931e+00, 2.6705e-01
  89, 3.9797e+00, 2.4110e-01
  90, 4.8824e+00, 2.8869e-01
  91, 5.0637e+00, 2.8478e-01
  92, 5.6128e+00, 3.7076e-01
  93, 5.8310e+00, 3.6495e-01
  94, 6.3647e+00, 4.6521e-01
  95, 6.1343e+00, 4.3190e-01
  96, 6.2480e+00, 3.7237e-01
  97, 6.1536e+00, 3.1441e-01
  98, 6.4688e+00, 2.8373e-01
  99, 6.5732e+00, 3.2413e-01
 100, 6.6071e+00, 4.4103e-01
 101, 5.5313e+00, 5.3234e-01
 102, 4.4816e+00, 5.3064e-01
 103, 3.2473e+00, 5.2477e-01
 104, 2.0333e+00, 3.7200e-01
 105, 1.0846e+00, 2.2897e-01
 106, 5.4250e-01, 1.3889e-01
 107, 2.3460e-01, 6.5130e-02
 108, 1.1570e-01, 3.8030e-02
 109, 7.3600e-02, 2.5070e-02
 110, 7.1100e-02, 3.0330e-02
 111, 6.5300e-02, 2.6120e-02
 112, 7.4800e-02, 4.1350e-02
 113, 7.7400e-02, 3.5730e-02
 114, 8.4700e-02, 4.1760e-02
 115, 8.3700e-02, 3.8780e-02
 116, 9.0600e-02, 4.4300e-02
 117, 7.8800e-02, 3.1470e-02
 118, 8.1600e-02, 3.9910e-02
 119, 7.5600e-02, 3.6910e-02
 120, 7.1300e-02, 3.8160e-02
 121, 5.9900e-02, 2.6970e-02
 122, 5.7600e-02, 2.4510e-02
 123, 5.3900e-02, 2.1530e-02
 124, 5.4800e-02, 2.2770e-02
 125, 7.1600e-02, 2.9500e-02
 126, 1.4400e-01, 5.4880e-02
 127, 3.2150e-01, 9.5830e-02
 128, 7.4800e-01, 1.7633e-01
 129, 1.3971e+00, 2.6560e-01
 130, 2.3512e+00, 3.9166e-01
 131, 3.6203e+00, 5.4749e-01
 132, 5.2047e+00, 5.4571e-01
 133, 6.7019e+00, 5.1098e-01
 134, 7.6645e+00, 4.1461e-01
 135, 7.0594e+00, 2.7266e-01
 136, 6.8546e+00, 2.8949e-01
 137, 6.4434e+00, 3.3600e-01
 138, 6.3865e+00, 4.3066e-01
 139, 5.6136e+00, 3.9426e-01
 140, 5.4172e+00, 3.4971e-01
 141, 5.3883e+00, 3.8090e-01
 142, 5.4101e+00, 3.0347e-01
 143, 4.7780e+00, 2.6569e-01
 144, 4.3312e+00, 2.8075e-01
 145, 3.3452e+00, 2.5472e-01
 146, 2.6403e+00, 2.3357e-01
 147, 2.1336e+00, 2.2599e-01
 148, 1.7076e+00, 2.6104e-01
 149, 1.1578e+00, 2.0584e-01
 150, 8.4230e-01, 1.9263e-01
 151, 6.0090e-01, 1.4470e-01
 152, 4.3710e-01, 1.1901e-01
 153, 2.7390e-01, 8.6950e-02
 154, 1.6490e-01, 6.1710e-02
 155, 8.7300e-02, 4.1940e-02
 156, 4.8700e-02, 2.4230e-02
 157, 2.5000e-02, 1.0930e-02
 158, 1.1800e-02, 9.5200e-03
 159, 3.4000e-03, 3.4000e-03
 160, 1.4000e-03, 1.4000e-03
 161, 5.0000e-04, 5.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 1.0000e-04, 1.0000e-04
 164, 0.0000e+00, 0.0000e+00
  2.346 MeV.
  72, 2.0000e-04, 2.0000e-04
  73, 1.1000e-03, 1.1000e-03
  74, 3.3000e-03, 3.3000e-03
  75, 8.1000e-03, 6.2900e-03
  76, 2.3700e-02, 1.3410e-02
  77, 3.7000e-02, 1.5560e-02
  78, 7.3800e-02, 2.6050e-02
  79, 1.6160e-01, 6.3020e-02
  80, 2.8700e-01, 7.4820e-02
  81, 3.7640e-01, 1.1099e-01
  82, 5.3530e-01, 1.6495e-01
  83, 7.5490e-01, 1.9765e-01
  84, 1.1547e+00, 2.5909e-01
  85, 1.4276e+00, 2.3735e-01
  86, 1.8838e+00, 2.4342e-01
  87, 2.3580e+00, 2.6756e-01
  88, 3.2508e+00, 2.8552e-01
  89, 3.9700e+00, 3.1296e-01
  90, 4.8767e+00, 3.1207e-01
  91, 5.0506e+00, 3.4790e-01
  92, 5.6827e+00, 4.1236e-01
  93, 5.8418e+00, 4.1283e-01
  94, 6.3311e+00, 4.6388e-01
  95, 6.1176e+00, 4.3078e-01
  96, 6.2016e+00, 3.6008e-01
  97, 6.1772e+00, 3.6438e-01
  98, 6.4137e+00, 2.6236e-01
  99, 6.5104e+00, 3.3369e-01
 100, 6.5163e+00, 5.0427e-01
 101, 5.5332e+00, 6.2602e-01
 102, 4.5273e+00, 6.9530e-01
 103, 3.2091e+00, 6.9670e-01
 104, 2.0434e+00, 5.0207e-01
 105, 1.0871e+00, 3.4927e-01
 106, 5.6150e-01, 1.8997e-01
 107, 2.4630e-01, 1.0252e-01
 108, 1.2770e-01, 4.4920e-02
 109, 8.4700e-02, 2.6640e-02
 110, 8.3200e-02, 3.5210e-02
 111, 7.7500e-02, 2.8870e-02
 112, 8.6700e-02, 3.7400e-02
 113, 9.3300e-02, 3.5110e-02
 114, 9.7400e-02, 4.3170e-02
 115, 1.0650e-01, 4.4130e-02
 116, 1.0300e-01, 4.3240e-02
 117, 9.4400e-02, 4.6440e-02
 118, 9.9200e-02, 3.4390e-02
 119, 8.4700e-02, 3.9030e-02
 120, 8.5200e-02, 3.6570e-02
 121, 7.1800e-02, 2.6380e-02
 122, 6.9800e-02, 3.1930e-02
 123, 5.8600e-02, 1.9050e-02
 124, 6.5100e-02, 2.2580e-02
 125, 8.4800e-02, 2.8240e-02
 126, 1.5690e-01, 6.3640e-02
 127, 3.4140e-01, 1.3155e-01
 128, 7.7550e-01, 2.7326e-01
 129, 1.4285e+00, 4.0957e-01
 130, 2.3918e+00, 5.6228e-01
 131, 3.6748e+00, 7.1634e-01
 132, 5.2363e+00, 6.8123e-01
 133, 6.6789e+00, 6.0338e-01
 134, 7.5720e+00, 3.8128e-01
 135, 7.1375e+00, 3.3292e-01
 136, 6.7726e+00, 3.5599e-01
 137, 6.3832e+00, 3.6311e-01
 138, 6.3635e+00, 4.5447e-01
 139, 5.5494e+00, 3.9983e-01
 140, 5.3915e+00, 4.1882e-01
 141, 5.4728e+00, 3.9200e-01
 142, 5.4430e+00, 3.6284e-01
 143, 4.7215e+00, 3.0679e-01
 144, 4.2930e+00, 3.4425e-01
 145, 3.3138e+00, 2.6303e-01
 146, 2.6183e+00, 2.5831e-01
 147, 2.1316e+00, 2.8762e-01
 148, 1.6946e+00, 2.2958e-01
 149, 1.1480e+00, 2.0958e-01
 150, 8.2980e-01, 1.8549e-01
 151, 6.1290e-01, 1.6330e-01
 152, 4.3160e-01, 1.1869e-01
 153, 2.7800e-01, 7.9020e-02
 154, 1.6400e-01, 5.2030e-02
 155, 9.3100e-02, 3.5200e-02
 156, 4.7100e-02, 2.2310e-02
 157, 2.4900e-02, 1.3150e-02
 158, 1.2600e-02, 7.8500e-03
 159, 5.1000e-03, 4.7200e-03
 160, 1.5000e-03, 1.5000e-03
 161, 4.0000e-04, 4.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 0.0000e+00, 0.0000e+00
  2.699 MeV.
  71, 2.0000e-04, 2.0000e-04
  72, 5.0000e-04, 5.0000e-04
  73, 1.0000e-03, 1.0000e-03
  74, 4.5000e-03, 4.5000e-03
  75, 7.5000e-03, 6.7100e-03
  76, 1.9000e-02, 1.3950e-02
  77, 3.7300e-02, 2.4260e-02
  78, 7.6600e-02, 4.2810e-02
  79, 1.4980e-01, 6.4900e-02
  80, 2.6830e-01, 1.2417e-01
  81, 3.6060e-01, 1.7044e-01
  82, 5.2240e-01, 2.1713e-01
  83, 7.7910e-01, 2.8059e-01
  84, 1.1257e+00, 3.6748e-01
  85, 1.4030e+00, 3.1667e-01
