IN115G  IFX  0.394E+02 100I1NG
 6.9514705E-01 7.1818607E-01 6.8206966E-01 6.5598946E-01 7.7087533E-01 7.8539455E-01
 7.8568592E-01 8.3187901E-01 8.6697185E-01 9.1486103E-01 9.3014836E-01 9.4598125E-01
 9.6228557E-01 9.6860655E-01 9.8543176E-01 9.9072984E-01 9.9241718E-01 9.9351793E-01
 9.9474176E-01 9.9552866E-01 9.9616147E-01 9.9646850E-01 9.9686481E-01 9.9726792E-01
 9.9754610E-01 9.9781394E-01 9.9801512E-01 9.9813344E-01 9.9823514E-01 9.9831709E-01
 9.9837427E-01 9.9842819E-01 9.9854196E-01 9.9870268E-01 9.9880076E-01 9.9888328E-01
 9.9897411E-01 9.9906214E-01 9.9912928E-01 9.9920973E-01 9.9927245E-01 9.9930243E-01
 9.9932581E-01 9.9935295E-01 9.9937987E-01 9.9940403E-01 9.9944122E-01 9.9947351E-01
 9.9974024E-01 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
TA181G  IFX  0.394E+01 100T1NG
 8.2175590E-01 9.2410814E-01 9.6257752E-01 9.7303361E-01 9.7897708E-01 9.8288781E-01
 9.8452156E-01 9.8679342E-01 9.8858096E-01 9.9000923E-01 9.9102838E-01 9.9164681E-01
 9.9132649E-01 9.8800824E-01 3.1983146E-01 2.2126688E-01 9.9314139E-01 4.8301522E-01
 7.7445707E-01 6.2102970E-01 4.7942283E-01 8.6966620E-01 7.7360429E-01 7.6787546E-01
 8.6600254E-01 8.1375166E-01 8.9130429E-01 9.1561233E-01 9.2083880E-01 9.3969991E-01
 9.4596696E-01 9.6234737E-01 9.6682409E-01 9.7533016E-01 9.7963483E-01 9.8580921E-01
 9.9289803E-01 9.9386957E-01 9.9468678E-01 9.9544273E-01 9.9630925E-01 9.9675502E-01
 9.9741869E-01 9.9774004E-01 9.9803011E-01 9.9825287E-01 9.9848262E-01 9.9866263E-01
 9.9880799E-01 9.9893751E-01 9.9904832E-01 9.9913221E-01 9.9924367E-01 9.9933777E-01
 9.9939744E-01 9.9944068E-01 9.9947589E-01 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
